ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,Embedding,ScoreType,Score,Rank,ID2,GPT4oScore1,GPT4oScore2,Topic,Gender_org,Gender,Age,Nationality,Ethnicity_org,Multiple_Ethnicity,Ethnicity,Ethnicity1,Highest_Degree_org,Education1,Education_EMNLP,Education,Education3,Education2,Handedness,Language,SpecificLanguage,Exposure_Age,Exposure_Length,Length_of_Stay,Writing_Interest,Writing_Strength,P_burst,R_burst,MeanPause,WithinWordPause,BetweenWordPause,MeanDeletion,ProportionDeletion,MeanInsertion,ProportionInsertion,IntervalVariance,MTLD,TUnitLength,DependencyDepth,DependencyCosSim,Readability,LSACohesion,ArgumentOverlap,ConnectiveVariety,Claude3.7Score1,Claude3.7Score2
57687971,-15.53749911,16.45520232,0.013706587,-0.716723526,-6.195713597,1.891002386,0.2788629,4.410615471,3.248920248,-7.481043164,3.218966917,2.346657233,-0.134320862,Human,4.5,4092,57687971a,4,4,Comp,Woman,Women,32,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,3,4,44.42857143,31.49367089,0.807513333,0.343913649,1.007450658,2.692307692,0.040493637,38.875,0.959506363,57.88647894,78,11.8182,2.8692,0.5793,44.24,0.0228,0.0784,0.0556,4,4
57687971,-15.53749911,16.45520232,0.013706587,-0.716723526,-6.195713597,1.891002386,0.2788629,4.410615471,3.248920248,-7.481043164,3.218966917,2.346657233,-0.134320862,GPT4o,4,4092,57687971a,4,4,Comp,Woman,Women,32,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,3,4,44.42857143,31.49367089,0.807513333,0.343913649,1.007450658,2.692307692,0.040493637,38.875,0.959506363,57.88647894,78,11.8182,2.8692,0.5793,44.24,0.0228,0.0784,0.0556,4,4
57687971,-15.53749911,16.45520232,0.013706587,-0.716723526,-6.195713597,1.891002386,0.2788629,4.410615471,3.248920248,-7.481043164,3.218966917,2.346657233,-0.134320862,Claude3.7,4,4092,57687971a,4,4,Comp,Woman,Women,32,United States of America,White,NA,White,White,Associate degree,HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,3,4,44.42857143,31.49367089,0.807513333,0.343913649,1.007450658,2.692307692,0.040493637,38.875,0.959506363,57.88647894,78,11.8182,2.8692,0.5793,44.24,0.0228,0.0784,0.0556,4,4
84520423,-3.787652132,-5.308319505,1.988979447,3.445118884,5.806954794,1.82123277,-3.225870319,-0.04824208,6.275252006,-3.721469491,-1.083823659,3.441297587,-0.071632682,Human,6,2440,84520423a,5,5,Happ,Woman,Women,45,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,25.42990654,13.88265306,1.716918297,0.688759887,0.937466667,5.69,0.172948328,19.02797203,0.827051672,142.7090669,127.8594,15.5455,2.9678,0.6166,44.24,0.0114,0.0765,0.1944,4,5
84520423,-3.787652132,-5.308319505,1.988979447,3.445118884,5.806954794,1.82123277,-3.225870319,-0.04824208,6.275252006,-3.721469491,-1.083823659,3.441297587,-0.071632682,GPT4o,5,2440,84520423a,5,5,Happ,Woman,Women,45,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,25.42990654,13.88265306,1.716918297,0.688759887,0.937466667,5.69,0.172948328,19.02797203,0.827051672,142.7090669,127.8594,15.5455,2.9678,0.6166,44.24,0.0114,0.0765,0.1944,4,5
84520423,-3.787652132,-5.308319505,1.988979447,3.445118884,5.806954794,1.82123277,-3.225870319,-0.04824208,6.275252006,-3.721469491,-1.083823659,3.441297587,-0.071632682,Claude3.7,4.5,2440,84520423a,5,5,Happ,Woman,Women,45,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,25.42990654,13.88265306,1.716918297,0.688759887,0.937466667,5.69,0.172948328,19.02797203,0.827051672,142.7090669,127.8594,15.5455,2.9678,0.6166,44.24,0.0114,0.0765,0.1944,4,5
99994990,11.37711917,-9.367166008,13.37516749,3.65308951,2.410145339,4.586822885,3.680596775,-6.327117726,-1.20815071,-4.160197877,1.405977328,-0.216171836,-0.07360613,Human,3.5,129,99994990a,3,3,Mat,Woman,Women,44,United States of America,Asian,NA,Asian,Other,"High school graduate, diploma or the equivalent (for example: GED)",HighSchool&Other,HS,HSBelow,HS,HighSchool,right-handed,English,NA,NA,NA,NA,5,5,20.73267327,12.31764706,1.858393556,1.530371359,1.758759197,3.953488372,0.139687757,20.52941176,0.860312243,173.1968694,101.3436,13.4286,2.9149,0.5957,44.24,0.0246,0.0837,0.1528,3,3
99994990,11.37711917,-9.367166008,13.37516749,3.65308951,2.410145339,4.586822885,3.680596775,-6.327117726,-1.20815071,-4.160197877,1.405977328,-0.216171836,-0.07360613,GPT4o,3,129,99994990a,3,3,Mat,Woman,Women,44,United States of America,Asian,NA,Asian,Other,"High school graduate, diploma or the equivalent (for example: GED)",HighSchool&Other,HS,HSBelow,HS,HighSchool,right-handed,English,NA,NA,NA,NA,5,5,20.73267327,12.31764706,1.858393556,1.530371359,1.758759197,3.953488372,0.139687757,20.52941176,0.860312243,173.1968694,101.3436,13.4286,2.9149,0.5957,44.24,0.0246,0.0837,0.1528,3,3
99994990,11.37711917,-9.367166008,13.37516749,3.65308951,2.410145339,4.586822885,3.680596775,-6.327117726,-1.20815071,-4.160197877,1.405977328,-0.216171836,-0.07360613,Claude3.7,3,129,99994990a,3,3,Mat,Woman,Women,44,United States of America,Asian,NA,Asian,Other,"High school graduate, diploma or the equivalent (for example: GED)",HighSchool&Other,HS,HSBelow,HS,HighSchool,right-handed,English,NA,NA,NA,NA,5,5,20.73267327,12.31764706,1.858393556,1.530371359,1.758759197,3.953488372,0.139687757,20.52941176,0.860312243,173.1968694,101.3436,13.4286,2.9149,0.5957,44.24,0.0246,0.0837,0.1528,3,3
26120728,-14.82099094,17.42978512,2.316635727,2.436135531,-6.484787115,-1.463381209,1.801072977,-2.101205373,2.537914092,-8.517720117,-4.793606647,-2.103055147,-0.075973183,Human,4,370,26120728a,3,3,Comp,Woman,Women,29,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,26.35820896,27.16923077,1.648608,0.494198783,0.912012232,4.75,0.079249218,24.87323944,0.920750782,154.5439168,51.9332,15.8571,2.6486,0.703,44.24,0.0417,0.1223,0.125,3,2
26120728,-14.82099094,17.42978512,2.316635727,2.436135531,-6.484787115,-1.463381209,1.801072977,-2.101205373,2.537914092,-8.517720117,-4.793606647,-2.103055147,-0.075973183,GPT4o,3,370,26120728a,3,3,Comp,Woman,Women,29,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,26.35820896,27.16923077,1.648608,0.494198783,0.912012232,4.75,0.079249218,24.87323944,0.920750782,154.5439168,51.9332,15.8571,2.6486,0.703,44.24,0.0417,0.1223,0.125,3,2
26120728,-14.82099094,17.42978512,2.316635727,2.436135531,-6.484787115,-1.463381209,1.801072977,-2.101205373,2.537914092,-8.517720117,-4.793606647,-2.103055147,-0.075973183,Claude3.7,2.5,370,26120728a,3,3,Comp,Woman,Women,29,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,26.35820896,27.16923077,1.648608,0.494198783,0.912012232,4.75,0.079249218,24.87323944,0.920750782,154.5439168,51.9332,15.8571,2.6486,0.703,44.24,0.0417,0.1223,0.125,3,2
78059825,11.97315289,7.983229091,-9.194732884,3.055974114,-14.23070246,0.060717956,-5.557594716,-7.162099329,-1.394696898,4.318867158,4.280241359,3.707740238,-0.065660588,GPT4o,1,4729,78059825a,1,1,App,Woman,Women,48,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,5,54.03846154,10.89147287,2.079749064,0.455415423,1.247802239,1.921875,0.080497382,17.78481013,0.919502618,191.0929093,54.9357,12.875,2.767,0.4926,44.24,0.034,0.1882,0.0694,2,2
78059825,11.97315289,7.983229091,-9.194732884,3.055974114,-14.23070246,0.060717956,-5.557594716,-7.162099329,-1.394696898,4.318867158,4.280241359,3.707740238,-0.065660588,Human,1,4729,78059825a,1,1,App,Woman,Women,48,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,5,54.03846154,10.89147287,2.079749064,0.455415423,1.247802239,1.921875,0.080497382,17.78481013,0.919502618,191.0929093,54.9357,12.875,2.767,0.4926,44.24,0.034,0.1882,0.0694,2,2
78059825,11.97315289,7.983229091,-9.194732884,3.055974114,-14.23070246,0.060717956,-5.557594716,-7.162099329,-1.394696898,4.318867158,4.280241359,3.707740238,-0.065660588,Claude3.7,2,4729,78059825a,1,1,App,Woman,Women,48,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,5,54.03846154,10.89147287,2.079749064,0.455415423,1.247802239,1.921875,0.080497382,17.78481013,0.919502618,191.0929093,54.9357,12.875,2.767,0.4926,44.24,0.034,0.1882,0.0694,2,2
98703203,17.54394075,6.906028006,-12.04810755,8.438139855,0.864290066,0.4792427,-7.506719816,8.187391948,2.240593589,-2.068364516,4.798131681,-3.559221306,-0.029620775,Human,3.5,3973,98703203a,3,3,App,Woman,Women,40,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,16.61842105,13.58064516,1.750670807,0.646381295,1.715699029,1.913043478,0.065136936,22.15789474,0.934863064,96.86422341,59.8902,12.8125,3.3317,0.5978,44.24,0.0261,0.114,0.0556,3,2
98703203,17.54394075,6.906028006,-12.04810755,8.438139855,0.864290066,0.4792427,-7.506719816,8.187391948,2.240593589,-2.068364516,4.798131681,-3.559221306,-0.029620775,GPT4o,3,3973,98703203a,3,3,App,Woman,Women,40,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,16.61842105,13.58064516,1.750670807,0.646381295,1.715699029,1.913043478,0.065136936,22.15789474,0.934863064,96.86422341,59.8902,12.8125,3.3317,0.5978,44.24,0.0261,0.114,0.0556,3,2
98703203,17.54394075,6.906028006,-12.04810755,8.438139855,0.864290066,0.4792427,-7.506719816,8.187391948,2.240593589,-2.068364516,4.798131681,-3.559221306,-0.029620775,Claude3.7,2.5,3973,98703203a,3,3,App,Woman,Women,40,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,16.61842105,13.58064516,1.750670807,0.646381295,1.715699029,1.913043478,0.065136936,22.15789474,0.934863064,96.86422341,59.8902,12.8125,3.3317,0.5978,44.24,0.0261,0.114,0.0556,3,2
82694814,12.38659077,5.43482861,-14.30478751,9.80273724,1.322382549,2.620446471,3.354753154,8.261845637,0.974460219,-3.165311564,-6.088355822,4.553806688,-0.170561267,GPT4o,3,4886,82694814a,3,3,App,Woman,Women,67,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,2,10.76190476,12.86178862,1.337896345,0.644233701,1.408261506,5.491803279,0.174752217,21.67123288,0.825247783,90.25125422,72.7042,12.75,2.75,0.5344,44.24,0.0199,0.0949,0.0694,3,3
82694814,12.38659077,5.43482861,-14.30478751,9.80273724,1.322382549,2.620446471,3.354753154,8.261845637,0.974460219,-3.165311564,-6.088355822,4.553806688,-0.170561267,Human,2.5,4886,82694814a,3,3,App,Woman,Women,67,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,2,10.76190476,12.86178862,1.337896345,0.644233701,1.408261506,5.491803279,0.174752217,21.67123288,0.825247783,90.25125422,72.7042,12.75,2.75,0.5344,44.24,0.0199,0.0949,0.0694,3,3
82694814,12.38659077,5.43482861,-14.30478751,9.80273724,1.322382549,2.620446471,3.354753154,8.261845637,0.974460219,-3.165311564,-6.088355822,4.553806688,-0.170561267,Claude3.7,3,4886,82694814a,3,3,App,Woman,Women,67,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,2,2,10.76190476,12.86178862,1.337896345,0.644233701,1.408261506,5.491803279,0.174752217,21.67123288,0.825247783,90.25125422,72.7042,12.75,2.75,0.5344,44.24,0.0199,0.0949,0.0694,3,3
65415531,9.104003398,-8.678926309,12.11886809,0.670659548,2.672945626,1.328786295,2.010265384,0.517911451,0.840601001,-2.037926263,-0.126524482,-1.959848595,-0.133126379,GPT4o,4.5,2442,65415531a,5,4,Mat,Woman,Women,32,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,54.63793103,16.41968912,1.648289171,0.843861472,0.773975124,2.9375,0.081715445,20.57792208,0.918284555,256.9532815,112.8929,12.9211,3.5886,0.6228,44.17,0.0164,0.0742,0.1667,4,4
65415531,9.104003398,-8.678926309,12.11886809,0.670659548,2.672945626,1.328786295,2.010265384,0.517911451,0.840601001,-2.037926263,-0.126524482,-1.959848595,-0.133126379,Human,4.5,2442,65415531a,5,4,Mat,Woman,Women,32,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,54.63793103,16.41968912,1.648289171,0.843861472,0.773975124,2.9375,0.081715445,20.57792208,0.918284555,256.9532815,112.8929,12.9211,3.5886,0.6228,44.17,0.0164,0.0742,0.1667,4,4
65415531,9.104003398,-8.678926309,12.11886809,0.670659548,2.672945626,1.328786295,2.010265384,0.517911451,0.840601001,-2.037926263,-0.126524482,-1.959848595,-0.133126379,Claude3.7,4,2442,65415531a,5,4,Mat,Woman,Women,32,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,54.63793103,16.41968912,1.648289171,0.843861472,0.773975124,2.9375,0.081715445,20.57792208,0.918284555,256.9532815,112.8929,12.9211,3.5886,0.6228,44.17,0.0164,0.0742,0.1667,4,4
85233999,7.013499896,-18.93871354,20.62962174,13.45597633,-3.068650479,-1.128337747,4.697754706,4.522583538,3.517146484,-1.972825822,0.815350522,0.56603749,-0.089599932,Human,3.5,268,85233999a,2,2,Mat,Man,Men,56,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,18.66666667,21.33333333,1.131111032,0.704589113,1.033350877,2.184210526,0.044266667,27.15151515,0.955733333,105.2170244,120.9981,19.5714,4.1642,0.7615,44.17,0.022,0.0665,0.0556,3,3
85233999,7.013499896,-18.93871354,20.62962174,13.45597633,-3.068650479,-1.128337747,4.697754706,4.522583538,3.517146484,-1.972825822,0.815350522,0.56603749,-0.089599932,GPT4o,2,268,85233999a,2,2,Mat,Man,Men,56,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,18.66666667,21.33333333,1.131111032,0.704589113,1.033350877,2.184210526,0.044266667,27.15151515,0.955733333,105.2170244,120.9981,19.5714,4.1642,0.7615,44.17,0.022,0.0665,0.0556,3,3
85233999,7.013499896,-18.93871354,20.62962174,13.45597633,-3.068650479,-1.128337747,4.697754706,4.522583538,3.517146484,-1.972825822,0.815350522,0.56603749,-0.089599932,Claude3.7,3,268,85233999a,2,2,Mat,Man,Men,56,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,4,18.66666667,21.33333333,1.131111032,0.704589113,1.033350877,2.184210526,0.044266667,27.15151515,0.955733333,105.2170244,120.9981,19.5714,4.1642,0.7615,44.17,0.022,0.0665,0.0556,3,3
20257471,-8.837473114,15.0482206,4.461760444,0.27735206,1.121435613,5.148461352,0.054391607,0.595896516,4.362458827,1.257927657,1.519728959,-4.851464305,-0.094187236,Human,5,1409,20257471a,4,4,Comp,Woman,Women,27,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,45.26041667,10.27186761,0.99963395,0.437348485,0.754253623,4.990566038,0.195817139,13.20668693,0.804182861,162.2489514,86.2649,12.0222,2.8429,0.5943,44.14,0.0114,0.0893,0.1667,4,4
20257471,-8.837473114,15.0482206,4.461760444,0.27735206,1.121435613,5.148461352,0.054391607,0.595896516,4.362458827,1.257927657,1.519728959,-4.851464305,-0.094187236,GPT4o,4,1409,20257471a,4,4,Comp,Woman,Women,27,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,45.26041667,10.27186761,0.99963395,0.437348485,0.754253623,4.990566038,0.195817139,13.20668693,0.804182861,162.2489514,86.2649,12.0222,2.8429,0.5943,44.14,0.0114,0.0893,0.1667,4,4
20257471,-8.837473114,15.0482206,4.461760444,0.27735206,1.121435613,5.148461352,0.054391607,0.595896516,4.362458827,1.257927657,1.519728959,-4.851464305,-0.094187236,Claude3.7,4,1409,20257471a,4,4,Comp,Woman,Women,27,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,45.26041667,10.27186761,0.99963395,0.437348485,0.754253623,4.990566038,0.195817139,13.20668693,0.804182861,162.2489514,86.2649,12.0222,2.8429,0.5943,44.14,0.0114,0.0893,0.1667,4,4
84176633,-8.175935793,-5.555818569,-2.642037546,3.445559411,3.85122615,4.294856349,-1.745833822,-1.720447457,7.949954822,-1.871684203,-3.43706381,2.386445135,-0.124400429,GPT4o,5,3013,84176633a,5,5,Happ,Woman,Women,33,Mexico,Hispanic or Latino,NA,Latino,Other,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,44.03759398,16.59206799,1.568920925,0.832283019,1.366938095,9.006493506,0.191468802,25.46521739,0.808531198,75.33930655,68.1182,15.8,2.8376,0.5967,44.14,0.0185,0.0999,0.1389,4,4
84176633,-8.175935793,-5.555818569,-2.642037546,3.445559411,3.85122615,4.294856349,-1.745833822,-1.720447457,7.949954822,-1.871684203,-3.43706381,2.386445135,-0.124400429,Human,5,3013,84176633a,5,5,Happ,Woman,Women,33,Mexico,Hispanic or Latino,NA,Latino,Other,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,44.03759398,16.59206799,1.568920925,0.832283019,1.366938095,9.006493506,0.191468802,25.46521739,0.808531198,75.33930655,68.1182,15.8,2.8376,0.5967,44.14,0.0185,0.0999,0.1389,4,4
84176633,-8.175935793,-5.555818569,-2.642037546,3.445559411,3.85122615,4.294856349,-1.745833822,-1.720447457,7.949954822,-1.871684203,-3.43706381,2.386445135,-0.124400429,Claude3.7,4,3013,84176633a,5,5,Happ,Woman,Women,33,Mexico,Hispanic or Latino,NA,Latino,Other,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,44.03759398,16.59206799,1.568920925,0.832283019,1.366938095,9.006493506,0.191468802,25.46521739,0.808531198,75.33930655,68.1182,15.8,2.8376,0.5967,44.14,0.0185,0.0999,0.1389,4,4
23098586,-11.76232167,16.79142842,2.133800461,3.443924885,-3.366936556,1.91670242,-2.980375147,2.524497109,4.3354097,-6.196373084,4.076487223,2.363508903,-0.1584202,GPT4o,5,258,23098586a,5,5,Comp,Woman,Women,31,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,48.73214286,10.61867704,1.000516779,0.343342541,1.266680412,6.346456693,0.228005658,18.56462585,0.771994342,75.26907289,84.2781,12.625,2.6007,0.6152,44.14,0.0298,0.1186,0.1389,4,4
23098586,-11.76232167,16.79142842,2.133800461,3.443924885,-3.366936556,1.91670242,-2.980375147,2.524497109,4.3354097,-6.196373084,4.076487223,2.363508903,-0.1584202,Human,4,258,23098586a,5,5,Comp,Woman,Women,31,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,48.73214286,10.61867704,1.000516779,0.343342541,1.266680412,6.346456693,0.228005658,18.56462585,0.771994342,75.26907289,84.2781,12.625,2.6007,0.6152,44.14,0.0298,0.1186,0.1389,4,4
23098586,-11.76232167,16.79142842,2.133800461,3.443924885,-3.366936556,1.91670242,-2.980375147,2.524497109,4.3354097,-6.196373084,4.076487223,2.363508903,-0.1584202,Claude3.7,4,258,23098586a,5,5,Comp,Woman,Women,31,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,48.73214286,10.61867704,1.000516779,0.343342541,1.266680412,6.346456693,0.228005658,18.56462585,0.771994342,75.26907289,84.2781,12.625,2.6007,0.6152,44.14,0.0298,0.1186,0.1389,4,4
72941171,14.57400275,8.021572065,-13.4773656,8.389195933,-9.617373679,-0.659577015,4.155129288,-0.375582571,5.710185349,-1.124816416,0.263416653,-3.083377134,-0.053043624,Human,3,467,72941171a,2,2,App,Woman,Women,32,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,26.68115942,31.74137931,1.498573657,0.331593804,2.843104895,8.655172414,0.11998088,40.91111111,0.88001912,200.3976325,60.75,11.5714,2.7572,0.682,44.14,0.0349,0.1014,0.0972,2,2
72941171,14.57400275,8.021572065,-13.4773656,8.389195933,-9.617373679,-0.659577015,4.155129288,-0.375582571,5.710185349,-1.124816416,0.263416653,-3.083377134,-0.053043624,GPT4o,2,467,72941171a,2,2,App,Woman,Women,32,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,26.68115942,31.74137931,1.498573657,0.331593804,2.843104895,8.655172414,0.11998088,40.91111111,0.88001912,200.3976325,60.75,11.5714,2.7572,0.682,44.14,0.0349,0.1014,0.0972,2,2
72941171,14.57400275,8.021572065,-13.4773656,8.389195933,-9.617373679,-0.659577015,4.155129288,-0.375582571,5.710185349,-1.124816416,0.263416653,-3.083377134,-0.053043624,Claude3.7,2,467,72941171a,2,2,App,Woman,Women,32,United States of America,White,NA,White,White,Master,Master&Above,Mas,Graduate,Mas,Bachelor&Master,right-handed,English,NA,NA,NA,NA,5,5,26.68115942,31.74137931,1.498573657,0.331593804,2.843104895,8.655172414,0.11998088,40.91111111,0.88001912,200.3976325,60.75,11.5714,2.7572,0.682,44.14,0.0349,0.1014,0.0972,2,2
63174541,2.083833346,-13.34446259,14.62098356,4.846688988,-3.314434066,4.177198756,5.315429646,1.339407112,0.816119067,-4.805629908,-3.369179102,-4.359926748,-0.049382406,GPT4o,3,3563,63174541a,3,3,Mat,Woman,Women,31,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,21.81132075,15.11111111,0.842488832,0.390333032,0.845726378,5.746666667,0.157127233,20.46017699,0.842872767,101.8198845,56.0193,11.7895,3.0848,0.5872,44.14,0.0294,0.1158,0.125,3,3
63174541,2.083833346,-13.34446259,14.62098356,4.846688988,-3.314434066,4.177198756,5.315429646,1.339407112,0.816119067,-4.805629908,-3.369179102,-4.359926748,-0.049382406,Human,3,3563,63174541a,3,3,Mat,Woman,Women,31,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,21.81132075,15.11111111,0.842488832,0.390333032,0.845726378,5.746666667,0.157127233,20.46017699,0.842872767,101.8198845,56.0193,11.7895,3.0848,0.5872,44.14,0.0294,0.1158,0.125,3,3
63174541,2.083833346,-13.34446259,14.62098356,4.846688988,-3.314434066,4.177198756,5.315429646,1.339407112,0.816119067,-4.805629908,-3.369179102,-4.359926748,-0.049382406,Claude3.7,3,3563,63174541a,3,3,Mat,Woman,Women,31,United States of America,White,NA,White,White,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,21.81132075,15.11111111,0.842488832,0.390333032,0.845726378,5.746666667,0.157127233,20.46017699,0.842872767,101.8198845,56.0193,11.7895,3.0848,0.5872,44.14,0.0294,0.1158,0.125,3,3
97095507,-9.238170734,16.29925388,3.283631187,1.501600937,4.293940592,4.263267486,5.150486671,1.854190536,1.325513779,-1.172697364,-1.699815254,3.86767863,-0.161825138,Human,4.5,1314,97095507a,4,4,Comp,Man,Men,33,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,5,51.61538462,152.5,0.781577137,0.316701754,0.705623448,2.333333333,0.006220379,78.02325581,0.993779621,218.3652648,65.5784,14.225,3.5185,0.714,44.07,0.0181,0.0859,0.1667,3,3
97095507,-9.238170734,16.29925388,3.283631187,1.501600937,4.293940592,4.263267486,5.150486671,1.854190536,1.325513779,-1.172697364,-1.699815254,3.86767863,-0.161825138,GPT4o,4,1314,97095507a,4,4,Comp,Man,Men,33,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,5,51.61538462,152.5,0.781577137,0.316701754,0.705623448,2.333333333,0.006220379,78.02325581,0.993779621,218.3652648,65.5784,14.225,3.5185,0.714,44.07,0.0181,0.0859,0.1667,3,3
97095507,-9.238170734,16.29925388,3.283631187,1.501600937,4.293940592,4.263267486,5.150486671,1.854190536,1.325513779,-1.172697364,-1.699815254,3.86767863,-0.161825138,Claude3.7,3,1314,97095507a,4,4,Comp,Man,Men,33,United States of America,White,NA,White,White,"Some college credit, no degree",HighSchool&Other,Bach,Bachelor,Coll,SomeCollegeCredit,right-handed,English,NA,NA,NA,NA,4,5,51.61538462,152.5,0.781577137,0.316701754,0.705623448,2.333333333,0.006220379,78.02325581,0.993779621,218.3652648,65.5784,14.225,3.5185,0.714,44.07,0.0181,0.0859,0.1667,3,3
97520795,7.001822227,-7.46659997,10.96027654,5.701266199,1.876231122,-3.335106177,-0.831025755,4.696768016,0.938554377,-2.327266781,-2.858967614,-1.8095005,-0.07246483,GPT4o,4,1105,97520795a,4,4,Mat,Woman,Women,27,United States of America,Black or African American,NA,African,African,Bachelor,Bachelor,Bach,Bachelor,Bach,Bachelor&Master,right-handed,English,NA,NA,NA,NA,4,4,56.66666667,12.08888889,1.596221229,0.479044922,0.742967136,2.169642857,0.082011475,18.88888889,0.917988525,261.5016465,82.5864,12.8235,3.4885,0.6703,44.07,0.0114,0.0692,0.1528,3,3
